country code|smsin|smsout|callin|callout|internet
191|2.1564|3.9766|27.9036|14.4031|873.8076
228|2.7569|3.1611|71.9115|82.5512|481.8665
13|4.0206|4.9782|70.0331|8.6558|37.9334
240|0.2048|3.2419|34.2541|46.825|1273.6432
45|3.8219|0.5133|77.7669|20.7178|1006.29
68|1.2968|3.5811|73.8124|48.8345|1056.4247
55|4.6044|3.9829|64.7698|95.3882|813.1359
2|3.1956|2.5635|62.912|51.9353|1081.4838
122|0.89|4.5133|16.3049|7.3804|1472.1579
34|4.5581|0.4511|83.1918|23.7905|837.7801
61|0.2274|3.5181|23.8969|93.7766|1232.6778
168|0.0038|1.4686|57.5925|92.3883|1288.4635
50|1.5081|1.2478|58.5086|29.9981|457.1626
10|0.951|4.2239|81.1247|3.709|1133.6442
151|3.7153|1.7643|54.7646|6.0034|163.7774
241|4.1227|4.788|22.5877|19.2086|1366.29
138|2.9533|0.6708|11.2307|80.4633|25.7567
76|2.0204|0.5633|10.0767|78.4406|823.5069
143|4.1079|2.6073|86.0701|2.6892|950.1818
78|0.9419|3.2977|16.198|64.03|216.5538
19|0.4085|4.4936|37.7554|89.4797|9.4324
165|1.5957|2.1434|73.6003|85.9897|1104.4372
193|2.2548|0.7704|32.6815|5.583|1200.0322
33|1.7079|3.5627|48.9575|43.3441|1305.2926
5|0.4426|0.9382|17.1754|54.2645|287.3673
87|3.1051|4.4096|94.92|98.217|1294.6502
18|3.7131|1.1549|94.2358|83.9616|273.4032
102|3.7373|1.0991|35.8247|54.3221|1122.2704
123|4.8183|1.1011|94.9209|76.3355|1169.6824
180|3.0807|4.3512|27.7999|78.3854|1086.5522
200|0.5414|0.6532|52.1618|1.1763|850.9121
211|4.1586|1.4805|51.8539|76.063|421.2655
174|4.1094|0.8414|46.089|59.1417|685.7778
191|1.3534|4.705|74.1068|37.2496|1360.7128
140|1.2823|3.0312|81.3798|69.896|338.6525
164|1.1205|4.9366|86.4764|31.6814|859.6355
90|2.8193|2.2464|56.8211|49.79|533.115
104|4.3766|3.2621|45.9112|3.9718|85.904
220|4.0523|3.4223|23.8948|27.1255|1296.2702
161|3.3155|3.3857|72.7622|88.2065|509.5186
206|2.336|1.1911|26.6473|67.9592|227.8908
223|2.1256|2.3418|39.8274|32.0617|1420.5957
172|4.3843|2.3572|62.1567|85.5431|1458.6089
79|2.2393|2.9885|40.9365|64.2439|77.6352
0|2.3163|2.7505|90.1975|77.4071|1027.1663
192|0.5001|2.994|93.2047|91.2339|1282.3562
52|1.1441|0.1732|53.2311|28.0616|1171.991
221|0.0807|1.5766|40.3499|4.1523|1464.5903
145|2.8701|4.0073|42.6791|91.8443|469.3268
134|0.4906|4.3693|19.0432|16.9463|1089.0046
122|0.5435|2.8519|67.32|12.3232|584.5073
155|2.6132|1.6314|14.6524|81.3948|1177.2921
78|0.8718|0.6387|51.8419|52.8843|577.9071
121|0.3939|2.3898|23.7034|78.5938|932.2631
250|1.4326|3.0791|99.3172|82.0803|664.6476
200|2.0227|1.225|46.3701|18.3937|942.7318
177|1.1968|2.6008|88.0237|61.6402|152.4597
86|3.268|0.2345|78.4679|81.0664|817.0396
131|0.569|0.9102|26.4851|10.032|183.205
142|2.2964|4.1832|60.9985|57.982|1385.5167
208|4.7788|3.5409|64.5322|78.6227|1110.7209
173|4.5527|2.1729|92.1504|99.344|263.0962
46|0.0622|1.0691|74.1508|32.4055|102.3582
195|4.5658|3.4539|39.704|76.0711|506.8839
16|1.4119|0.9645|27.2158|98.9112|939.8686
107|3.5692|4.767|50.492|70.1802|668.9361
20|4.5129|0.5245|68.3881|70.2736|896.3172
36|3.6145|3.1189|77.9075|48.2342|754.9834
74|0.7405|1.7367|52.9702|9.7425|1279.8388
106|0.9964|3.3514|44.5777|62.8494|484.8747
129|4.1467|2.3418|35.3609|61.373|1074.0069
12|1.3285|1.1692|28.3706|55.1376|553.5155
76|1.3888|4.1958|21.7703|62.44|1168.4292
39|0.1228|2.272|97.5445|55.2428|368.5104
250|0.9007|2.4996|42.194|23.4756|383.0996
131|4.0393|1.6182|14.2958|1.9842|1290.6351
228|4.3076|0.1906|20.3451|97.1116|225.3283
134|3.2537|0.8957|89.7875|23.1526|792.4783
202|0.0016|0.3387|79.5593|97.5636|389.2951
149|4.9439|2.208|98.4608|47.6232|276.8602
170|4.1105|2.1887|43.3982|13.7867|1436.837
157|4.6154|3.1027|48.2808|23.2037|1075.5406
213|0.031|1.569|48.7173|53.5981|611.3909
250|3.2665|4.9211|10.7168|9.6795|119.9985
190|0.4426|4.1046|69.6311|99.9675|1026.6667
90|4.3454|3.1281|10.6871|95.2869|273.755
35|1.7996|4.6278|70.0905|15.2228|171.539
54|0.0707|2.5321|54.6655|6.0217|863.8325
231|4.9421|2.2677|14.8763|76.6171|1498.52
155|2.4871|2.7381|98.4198|60.1825|1326.0148
98|4.1317|2.1173|55.9666|12.27|1334.8932
70|3.9251|3.1588|61.649|70.4557|947.1782
179|4.8379|2.3434|62.2846|65.2728|25.3058
41|1.442|2.298|56.3084|95.0581|834.991
26|3.9774|4.2637|98.258|59.6476|202.0014
46|4.4613|2.0753|98.7108|34.1994|1246.3326
157|4.0206|1.5496|56.4276|49.8313|1035.1392
205|2.2778|4.3049|10.2461|1.6248|40.1624
94|1.3742|1.2261|55.8546|36.6655|897.9494
155|3.3857|3.3983|28.2906|33.8756|71.6993
74|2.8231|2.7937|26.0087|86.8241|1135.0639
126|2.4943|4.55|71.8937|79.2885|929.9056
168|3.2777|3.1099|68.8166|86.62|25.3419
62|0.4844|3.2061|26.2416|64.8057|74.2491
197|2.992|4.4952|12.9599|37.1962|737.746
53|4.5628|1.3638|77.3543|55.7425|1477.9727
0|0.4824|0.6717|84.3688|26.3171|1379.0223
136|0.7593|2.1394|78.5439|42.4575|1200.8641
178|3.2535|2.5845|52.6531|55.1994|151.5166
26|0.7737|4.9752|20.0923|93.3028|397.2058
217|0.663|1.6831|87.8101|52.7646|479.7491
105|1.9705|3.0578|71.4721|20.1232|1497.1908
219|2.9759|2.8157|33.4169|6.8218|876.2756
82|0.4657|3.6831|23.4206|44.7719|1387.8911
160|3.5917|2.6825|22.155|9.3554|109.7689
229|1.1972|1.5527|90.1642|69.8351|182.5507
162|0.0281|2.4255|76.8896|52.8335|1206.6818
201|3.9542|3.0129|76.9515|38.191|699.9227
159|1.1901|2.4869|68.8415|5.436|681.5917
18|4.1529|1.1648|79.0715|74.1568|1493.0526
44|3.6377|4.8232|31.755|60.5908|135.9043
172|3.8898|0.102|13.2087|92.1452|1483.886
3|4.5307|1.6487|61.1851|71.5436|307.8327
248|4.8465|3.5965|64.5765|83.1725|167.4246
123|2.1758|2.2461|89.0389|72.3893|506.8614
227|1.7336|2.8634|34.5228|2.569|405.6457
94|1.7533|3.4092|86.691|6.1547|1041.348
80|4.0114|4.3059|65.1598|93.1529|1185.4777
46|1.4492|2.8517|72.7816|47.217|837.4279
153|0.1235|4.4706|45.69|19.4403|1170.0563
2|2.8626|4.2256|34.2237|46.8679|679.5777
58|0.1743|4.7151|10.6733|89.142|553.9813
126|2.6989|0.0556|71.3074|92.3341|159.2906
203|1.8972|1.4934|84.6474|29.5613|749.5081
182|3.9767|0.7562|12.5623|99.8926|391.5221
181|4.0158|1.0615|71.692|35.5729|1053.8395
69|1.9967|4.0838|23.7597|57.1448|927.549
43|1.8733|0.6501|99.2812|85.6051|725.5541
128|2.3464|3.5312|80.0874|49.365|1083.0217
122|4.7856|0.4915|95.1279|43.5525|1171.6919
110|1.9766|3.5054|45.4007|65.8711|214.6967
123|4.4491|4.9357|55.6245|72.7997|1287.0475
0|1.6549|0.921|10.8096|48.5996|679.2426
51|2.1903|0.8438|38.0782|28.6638|382.5146
95|0.0638|0.5701|37.9712|55.4452|178.362
106|3.0522|0.1487|69.5822|88.5974|1266.2727
176|1.2879|2.0069|96.395|81.3532|1145.3834
236|0.4481|3.2849|32.0525|32.8598|181.5929
72|1.5197|4.1476|83.1337|27.0247|6.7636
161|0.0569|3.8588|47.9572|77.035|62.7922
54|4.5812|3.8447|37.6522|8.3865|914.7817
129|2.0079|4.9247|31.1754|44.4299|495.939
32|0.2961|2.5189|33.3095|24.8166|1118.0002
130|2.8286|1.7313|29.833|15.5821|723.841
141|3.6437|3.0083|59.6346|55.5588|1051.7568
236|1.5978|0.5908|19.4209|75.9464|1129.994
229|3.4169|0.8611|57.5591|61.0284|883.534
217|4.7469|2.6051|49.6068|45.9155|235.1465
230|4.0097|3.8955|54.7243|92.0736|861.7751
140|4.9817|3.7379|73.8179|13.4282|901.7926
133|4.5506|0.1067|86.2483|50.2888|967.7771
107|1.765|1.0605|40.5094|0.5042|1065.6093
180|2.4509|1.4032|87.6736|21.2844|29.2065
101|3.2833|1.6539|27.6039|68.913|191.1338
190|0.3165|3.1257|45.6846|67.8771|1430.3214
195|0.8883|4.4387|52.2371|62.0877|998.944
172|0.4935|1.8681|32.4039|56.9309|232.3575
3|2.5045|0.9834|43.6306|74.5802|419.2152
235|4.1841|4.9042|16.7963|16.543|1136.386
95|4.7625|2.7986|41.3276|31.0739|1432.696
11|0.1392|0.9082|71.1532|99.1352|1440.1662
240|0.495|4.6039|36.0599|19.4375|1288.174
83|1.1867|2.5519|59.5768|58.2827|524.7288
115|1.2069|1.2563|55.1308|75.5388|757.5605
85|3.3381|1.4387|22.7375|51.6852|987.2719
102|3.2826|2.7579|95.6222|66.1741|297.8323
112|1.1619|0.0767|83.268|39.3489|678.5724
239|4.8979|4.5762|12.9266|63.9626|843.1582
101|1.8381|4.1216|98.3833|86.0562|1237.3454
19|0.5873|3.5034|79.5125|83.1132|598.2722
185|1.1996|0.2419|24.8917|51.5175|1100.1585
234|1.241|4.5293|74.9039|63.5795|611.9581
33|2.29|1.1655|55.1481|14.1753|1040.094
52|4.5721|4.1151|79.1478|43.417|794.8561
111|3.2646|0.6141|77.4963|66.4743|647.4498
205|2.1682|2.4496|40.874|20.7518|713.7081
243|2.8778|1.6174|72.4671|50.4568|178.1359
184|4.2733|1.6372|43.3825|94.661|784.8309
108|1.0098|2.5245|22.3775|78.1271|1109.2789
175|4.1685|3.0637|96.4862|94.1524|780.6407
183|1.367|2.5256|35.663|81.2858|1026.4731
160|2.5093|0.5954|97.6631|53.0181|102.5633
26|0.4206|0.7665|75.7991|22.1812|436.522
179|4.1481|2.4048|37.1598|70.2543|395.9881
59|4.9842|0.2462|38.5863|2.9188|1492.0451
162|4.1238|0.2895|40.2486|16.4187|1379.5195
230|0.1441|0.4136|37.9672|67.5315|364.0772
60|1.0192|1.139|61.9787|3.5835|629.8474
228|1.9372|3.5575|63.8338|82.9509|12.1126
0|0.5525|1.7759|57.5637|65.3746|1261.6943
47|0.0297|2.6528|79.4562|24.3722|591.1582
238|0.4627|3.2687|44.3288|90.5581|891.7826
240|4.9746|3.3834|51.0636|4.0937|85.3358
53|0.559|4.5006|17.1313|49.9229|1163.5775
126|0.4611|2.1061|95.7551|85.622|1044.6662
231|0.295|2.9344|63.1345|27.6809|1145.6014
168|3.8279|0.9396|96.5408|76.0289|911.7515
55|3.6576|0.0359|56.4317|1.3353|418.9084
231|0.4886|0.4669|16.9779|36.1338|862.5832
96|4.1352|3.3835|85.032|75.4726|594.6198
176|4.9101|3.4405|65.8077|86.1306|1374.5114
177|2.9332|0.6708|82.3867|2.3522|1409.249
65|3.5038|2.5426|31.5298|28.2926|1429.3667
249|4.2775|3.146|70.7137|1.4696|379.7559
23|0.3344|2.7459|69.8876|90.774|591.9939
132|1.0539|2.1016|24.9911|76.6402|410.846
37|0.374|1.4786|42.627|19.9918|1102.5955
184|4.2989|4.4201|42.6231|78.157|326.3083
137|3.3697|3.3569|99.1689|21.1264|624.5754
61|3.7543|4.975|67.4441|99.5308|296.5141
78|4.5821|4.5415|31.213|92.5134|673.8732
120|4.9898|1.7505|17.4639|40.726|1382.8103
24|2.8985|3.5515|39.812|72.854|480.2587
240|4.2289|2.5749|49.6196|76.5054|1071.7952
49|1.6194|1.8545|44.9635|10.2801|1463.6784
162|0.8425|2.8905|13.1234|92.7229|1151.639
136|4.8883|3.5724|87.3788|61.2638|590.3819
87|0.5491|0.9917|69.0187|19.0406|144.0529
221|0.2648|3.8298|45.8363|27.7301|454.4575
123|3.1115|0.5187|29.6029|0.3482|849.2661
31|0.5548|4.4799|29.8516|37.4171|1467.0189
177|1.9174|1.5178|15.9049|68.2863|205.6594
77|4.5959|2.2122|45.1308|8.925|1276.572
52|1.7818|2.4567|15.7927|41.8776|466.667
239|2.8311|4.8921|83.2184|2.16|326.8316
25|0.7291|3.0484|88.697|40.4557|999.9296
106|3.7563|3.6499|65.973|3.8996|945.2308
63|4.6581|3.7809|95.0296|72.406|965.0197
35|3.0627|1.0152|53.8221|82.8361|851.3328
64|1.8099|2.12|78.6062|68.8557|1321.9199
112|2.0534|4.3677|73.2314|88.0443|835.0035
84|3.7847|4.3856|37.3974|54.7005|1468.6548
227|4.4411|2.0218|87.4722|32.3442|1054.306
103|0.566|1.8804|63.3179|86.9456|683.1194
185|4.6684|2.9925|95.3509|1.5508|219.0825
91|4.083|1.2216|75.3572|4.551|1359.9599
28|1.919|4.7976|72.6678|82.9535|1178.4581
79|3.1776|3.2967|65.4742|13.3651|1081.0777
194|3.9833|3.2773|54.6073|46.3137|1288.9055
168|1.4651|0.3978|24.7657|12.1673|729.0433
213|2.7779|0.7592|99.064|83.4185|1026.9187
119|3.8803|3.497|36.2334|68.8224|52.9218
107|0.5217|1.4568|47.1968|72.3673|637.4294
198|0.8581|0.5973|52.1958|62.8462|1262.9364
224|3.0076|0.1295|33.793|82.6888|614.5922
26|4.1853|0.02|55.7481|79.9444|126.1592
207|4.8814|0.6239|93.4047|33.1969|1350.8863
52|0.0971|0.1922|52.5025|37.5595|921.1406
13|0.5387|0.9041|43.7197|12.1199|1381.6129
65|2.1414|1.0397|57.9709|58.0795|880.6301
145|0.5359|3.2874|36.2565|27.4747|312.7408
102|4.2415|4.0947|86.7919|67.918|171.4242
211|4.9828|1.7925|61.2631|78.432|964.518
12|1.9106|2.7226|72.8392|19.1069|1405.2469
32|4.1829|3.8466|78.2776|86.5339|1065.0669
130|0.7948|1.4173|70.5303|54.6966|1358.5661
23|3.7222|1.1275|16.2515|14.0335|144.3021
44|3.8019|2.1411|11.1|13.9842|551.6402
91|4.7995|1.5983|46.513|90.3594|436.7173
109|2.3468|0.3795|95.6521|29.403|1092.9251
157|3.9559|0.2242|91.3329|79.2481|1130.2357
241|0.6347|2.9488|65.1702|39.0197|934.3297
19|0.8336|3.3938|36.1928|87.2719|1101.8973
135|0.5648|1.7456|64.3733|26.4822|675.668
245|3.3989|1.8025|77.2918|0.3761|1257.8786
101|0.3633|2.3481|50.8062|86.4856|64.2552
219|2.5453|1|57.5496|59.8515|533.9165
33|3.7705|4.5734|38.6058|36.4129|1481.1073
65|4.2133|2.1629|21.3778|33.5743|1008.8889
204|1.0503|4.46|17.3748|65.5959|806.2608
112|2.3087|1.6784|36.5201|91.3549|355.3783
79|2.2425|2.3302|15.1366|36.0473|355.5993
165|0.2734|4.5633|69.5766|55.3584|1.2347
177|3.5859|0.7326|53.5226|95.0778|646.5445
110|1.803|3.4778|23.8321|40.4676|1286.4777
245|2.2001|1.957|26.5541|10.0988|297.7462
35|3.8233|2.978|57.0927|77.0139|941.4052
42|4.6923|0.897|47.9475|52.471|444.814
1|4.9832|4.705|14.8095|77.3953|123.0623
231|1.4868|0.3839|99.3713|82.3069|764.8352
218|3.2589|2.1887|22.6685|55.2801|387.9371
49|0.3816|1.7542|37.4496|19.6837|515
157|2.3768|2.6268|87.1281|15.7175|1095.0203
36|4.4417|4.1118|85.0803|19.0878|900.0089
227|2.6995|1.5424|77.9238|52.1673|1268.6221
218|2.0205|1.449|46.3694|49.9297|1339.4987
199|1.8623|1.572|37.5431|23.8356|960.7149
103|2.2843|3.2821|44.5977|36.2315|938.7315
208|1.7366|2.9393|45.899|43.7501|556.3751
63|3.7563|4.8538|31.0426|97.1061|1169.0398
173|3.9919|1.6484|88.1516|51.2026|722.3243
181|2.9325|2.5495|59.6338|39.6592|1292.9332
119|4.1893|0.4822|55.8034|16.312|629.2747
199|2.8387|1.3971|78.9109|52.7103|7.9894
30|4.7523|0.3949|20.937|55.4933|410.4912
173|1.8984|3.1819|10.736|86.3978|1328.6223
223|4.4892|3.7904|88.7488|7.0832|859.5033
134|2.3089|2.5069|19.1979|76.1539|1222.5818
140|3.573|1.3675|69.9408|54.6337|937.9924
215|3.7021|2.5258|48.7277|38.3637|547.4913
246|2.5919|4.0332|13.9562|50.7516|795.0604
217|2.458|0.0804|84.1017|71.9671|857.2546
224|2.8819|2.3749|37.9415|54.1148|1281.8187
28|0.8539|0.9338|31.7841|58.2428|536.8969
54|3.2701|4.5213|34.1628|82.1034|876.1223
171|1.6556|4.1974|86.0288|79.3442|664.6204
72|1.0812|4.0144|23.2316|20.5037|337.4858
8|0.7086|1.1621|65.7596|46.2209|864.6056
134|1.3509|1.2464|55.4683|79.7792|26.6684
75|3.6176|4.9418|58.7177|69.94|845.6398
107|2.6964|4.0642|38.8507|21.5968|1118.3207
56|2.6497|2.4889|14.0585|39.0217|754.181
15|3.16|0.2939|48.1479|90.3362|1437.4455
224|2.76|2.5263|84.509|23.8527|917.9454
230|1.5603|3.3349|41.3828|4.7591|558.7887
12|3.0469|3.5468|66.2569|23.965|783.5251
156|4.5874|3.8546|21.7875|23.863|1413.5316
197|1.8174|1.0707|19.6263|58.7188|444.056
127|2.253|0.6402|50.8548|55.8061|1122.5768
6|1.3301|2.2058|51.7105|1.2421|722.1713
195|0.3377|3.2097|98.6151|29.0304|1006.6493
50|1.5986|1.1246|50.3667|72.0701|957.4175
142|3.8002|0.3164|43.4521|21.9997|667.4851
154|2.9641|4.9411|27.1002|91.6257|690.2102
1|1.1868|3.4323|85.5424|24.0762|1131.6486
178|4.8695|3.1362|49.3064|35.5793|1143.165
222|0.8938|3.4125|15.1708|17.5346|904.8069
38|2.8782|1.497|57.6992|83.4452|696.3466
98|3.9962|3.6811|29.587|64.5564|115.9074
69|2.5696|3.1423|21.4547|70.9317|222.5046
211|1.2395|4.865|39.3168|31.4371|1334.9914
213|4.9939|1.5887|64.3974|32.0866|411.4141
128|1.1746|4.2257|68.4347|49.3016|180.6151
165|2.9318|3.956|88.1228|3.4779|875.3818
226|3.2193|0.2763|27.6008|4.9575|1488.6777
241|1.1913|0.0374|52.7771|31.6676|1118.5817
209|0.4794|3.6194|80.8285|81.3408|42.4535
45|4.5776|1.4951|20.537|7.0502|849.7676
45|1.9936|3.5201|41.0303|87.9852|368.7741
105|0.3294|2.5219|96.6235|83.8615|1250.6337
12|1.7975|1.8569|20.4071|14.2362|1309.5712
75|4.3825|4.9848|14.152|71.9428|761.121
178|3.3857|3.4962|38.9666|28.253|549.4118
68|4.8421|3.0418|53.7871|31.9892|1259.6503
41|0.6263|4.7236|27.6342|84.4877|960.7515
37|4.8049|3.4427|99.2004|25.3805|1117.7147
69|0.788|2.2182|12.5559|10.5411|688.12
235|2.5286|2.4072|42.9509|57.3167|708.6018
130|2.2634|1.1579|61.2881|50.3761|1005.3414
217|2.5573|3.3485|59.7882|74.0217|75.2162
236|2.0974|0.1066|55.9031|53.3067|1101.983
134|1.7625|2.633|79.9183|52.8794|873.2429
99|0.6572|0.9222|73.5626|60.7583|1121.0467
114|1.695|1.5118|50.3815|0.9545|398.1596
206|2.2625|0.6691|79.2778|32.549|1330.1595
12|0.7482|1.813|30.8767|99.5983|654.6217
23|2.7796|2.5113|66.4656|68.077|1151.8919
161|4.9755|2.7124|42.7299|68.8095|1130.0927
180|4.9125|1.8591|23.5842|10.5061|21.831
30|1.5256|4.2095|44.518|96.2462|980.5508
86|1.6192|0.5043|25.4044|76.0149|159.1059
179|2.1896|1.7616|48.398|14.8319|1057.677
39|2.0389|1.5369|54.2222|97.8701|446.8175
110|1.5362|4.9968|54.8141|93.1021|982.4518
86|4.391|4.8132|46.9729|13.8077|1012.3114
154|2.7099|2.4189|80.6702|56.6134|1092.3942
171|4.8668|3.3931|40.0688|60.8205|529.6163
98|0.3122|0.187|90.3969|84.1037|448.4139
188|1.6537|4.2553|78.2869|97.7461|1113.4186
165|1.1475|4.781|61.3958|73.5793|1369.3492
116|4.481|2.8343|44.8176|54.8178|606.5473
16|0.5221|1.8485|88.3429|21.6293|1055.4653
62|2.3576|4.5813|63.3417|20.9252|1137.0007
49|0.8024|3.4766|12.9521|52.0571|1419.2434
209|0.3095|3.9322|20.2868|14.7084|1463.616
124|1.2664|2.4168|82.9486|45.3747|1267.1128
62|3.0999|4.1365|36.7152|80.4294|145.2085
13|0.4537|0.7186|76.1359|76.5901|558.1424
207|2.3417|1.2237|79.9203|94.0583|768.6602
176|1.7526|3.9008|91.0171|45.3493|1169.2585
136|4.812|4.4422|58.9657|85.1147|1376.9476
184|4.0307|2.0383|23.8938|2.3512|499.8024
101|3.0504|4.5419|87.5374|98.1502|480.6122
35|0.7647|4.731|66.6767|33.6909|853.9218
154|4.7222|1.9265|92.631|96.5105|660.0921
75|2.9639|2.7336|74.6011|58.9219|138.5168
140|1.4864|1.3542|72.3543|55.1548|1048.8484
241|4.7453|0.2926|56.1183|34.5864|915.8089
15|1.7805|4.7521|58.4917|95.7535|150.4386
164|2.2505|0.2825|89.0593|86.077|632.7848
148|2.1959|4.5948|22.5775|88.563|1090.017
179|4.2173|1.0553|33.5045|29.7938|1280.7556
9|2.6554|2.5945|72.0366|66.4804|1120.2492
169|0.6825|2.0496|19.3559|9.272|346.0535
34|2.1245|3.8375|79.894|69.6831|857.8862
245|3.8192|3.1313|94.4802|18.7866|703.2224
250|0.3668|3.9232|23.9051|47.5251|1131.3908
75|4.6027|1.3014|60.6153|85.9092|661.9134
139|0.0705|1.5482|10.555|53.7335|367.5653
40|2.6831|1.3855|24.2612|85.7589|683.1232
80|0.3041|2.6785|98.4539|61.0789|714.5121
10|4.9166|3.6359|45.9279|14.8836|1329.7282
98|2.9632|4.0807|81.6092|41.006|778.8518
118|1.2783|3.4841|64.449|51.4738|46.5522
104|0.5512|3.2715|60.5834|34.9506|881.5664
220|0.0663|1.7669|16.8131|87.5737|176.8767
241|2.2755|0.9986|77.1284|83.0405|237.8269
188|3.9919|0.8469|80.4302|41.9083|582.7981
233|3.9088|0.135|56.8092|5.3757|58.7098
59|2.4067|2.7808|63.9987|63.0118|1210.545
143|4.0387|1.8959|76.721|86.0013|876.6228
12|0.0373|3.8215|73.4571|19.8526|862.5043
247|2.1189|2.0716|76.4286|77.7809|1144.1223
175|1.5106|3.432|29.6163|32.4311|125.4029
158|2.709|1.164|90.432|28.3497|552.4956
244|2.005|3.4483|61.7255|36.127|140.835
98|2.8734|3.7031|83.2424|43.9584|1321.76
1|4.9632|1.4426|64.9606|34.9154|1211.9298
52|2.7867|1.5765|88.0549|7.1509|688.6438
72|4.8711|4.8877|12.0916|77.4838|340.2222
138|4.5978|3.3557|12.1399|39.0989|1344.1979
167|3.3933|3.5833|20.9032|61.6531|1267.7985
12|0.5061|0.8176|90.7353|88.4445|1134.0526
53|0.2637|1.6818|34.9661|69.6676|459.1342
26|2.4058|0.3226|22.9312|55.8849|186.9325
148|0.6728|2.1729|99.8813|11.032|343.7821
182|4.2006|1.5202|70.8731|52.593|826.6172
228|2.262|2.8696|21.6969|63.7526|283.7872
73|4.7838|3.5349|43.3432|58.9257|250.5393
76|4.4118|3.4786|21.6728|40.6891|21.8605
242|2.8696|2.3881|26.6755|19.2864|232.8071
96|4.9781|4.6498|85.655|12.4758|631.5121
235|2.9205|0.0919|50.0339|51.2563|809.7414
201|0.4099|2.6497|98.5164|1.9167|350.4454
196|0.6796|1.1318|96.9366|79.7058|679.4221
61|4.7535|4.3689|15.6669|67.4424|599.2734
234|2.3744|2.3904|61.7175|19.0913|396.8866
70|1.3693|4.8746|55.8805|72.5838|178.7204
188|3.0262|3.4543|22.0977|49.4342|556.7541
47|1.2148|4.1015|93.5409|93.5844|1418.1103
5|0.7801|4.2429|84.157|1.6326|1359.6006
84|0.5099|0.0415|90.4111|80.5614|539.0807
84|3.9178|4.1172|56.2934|91.0673|730.7417
165|1.9437|2.8286|61.074|75.5819|396.7104
22|1.9915|0.1087|45.8913|88.7943|723.4305
17|2.8069|1.9203|53.7328|1.9877|1478.495
70|4.7751|4.618|89.2658|2.7204|687.4111
54|2.5508|1.4865|88.3368|31.1036|990.9869
76|0.2496|1.2643|31.5327|22.0399|588.569
131|0.4548|1.5584|28.6348|28.9068|1351.9039
240|2.5166|1.3441|77.7989|40.934|273.3428
137|3.5597|2.797|48.1571|92.1534|500.4502
110|3.2626|4.7923|37.6662|63.4893|1460.618
33|1.4118|1.9005|14.9635|46.6851|1017.652
217|2.1613|1.0788|92.8956|27.5556|571.4387
128|2.5873|1.9628|26.3878|89.3487|447.088
81|4.6085|0.7543|56.3224|27.1417|227.1422
68|4.4307|0.7801|48.7068|34.5901|1136.2494
199|2.2431|3.0523|41.3718|3.7169|448.6545
246|4.7585|3.439|73.7346|3.7569|792.8673
89|2.9256|2.8472|54.8507|39.426|712.799
87|0.3767|3.2116|27.8318|70.7541|1324.6312
84|2.7536|4.2325|36.4554|42.2252|1369.8504
99|4.3106|4.6794|16.4916|95.5492|1073.3502
84|0.3463|0.175|97.0862|99.9575|47.5885
141|0.099|4.77|88.4126|36.3108|516.4434
81|4.3929|1.7701|13.1318|46.3223|589.1147
151|4.3865|4.8524|41.2621|86.9086|264.0838
223|0.8041|2.0941|17.4467|24.8632|1382.1762
208|2.8115|2.6539|99.223|14.0342|322.7499
96|3.397|4.1029|73.681|30.6114|157.6565
57|1.627|4.0764|31.5338|68.2653|1021.0577
95|1.7755|4.3258|80.8296|34.5809|824.6714
20|4.1578|4.522|68.2681|47.0173|611.782
72|4.1901|4.6214|90.5769|34.9498|877.726
189|1.6555|1.0124|67.6548|26.6813|535.0957
188|3.3469|1.6465|14.8434|93.6959|540.4018
57|3.7309|4.9951|28.9262|21.2901|59.7225
86|3.7864|3.557|24.997|82.4338|173.4105
232|1.5786|0.3059|78.7534|84.4427|436.6125
53|0.4295|3.2904|72.2404|36.6316|80.7767
175|3.6338|4.4298|89.7895|49.206|1490.093
37|0.919|0.6507|25.1302|43.9696|241.2911
138|3.4251|3.8171|92.3537|19.0285|1480.8763
72|1.0691|1.3405|76.2451|11.9143|1106.1903
221|4.421|4.0586|87.7184|19.8076|90.5434
202|3.3639|3.2099|25.1986|22.8476|1446.6805
66|1.6649|0.9951|45.6091|88.5394|906.4018
96|4.1092|1.8631|84.3749|54.2493|889.4755
88|2.1476|2.8252|51.1269|43.7415|1036.21
218|1.1189|4.1807|70.9841|38.5742|972.5727
150|4.1507|0.7333|46.8988|89.8771|1474.4416
122|0.4961|2.556|30.8285|91.7755|837.7237
155|1.4827|3.0923|76.7326|70.8458|876.4444
234|4.5722|2.4859|62.4746|66.8634|766.7125
64|1.1517|4.5737|75.8962|31.3759|340.0968
121|0.9456|3.2008|58.2562|4.5136|419.6256
93|0.5078|1.0247|69.2855|82.3217|835.2257
191|1.2972|1.0756|28.2553|38.5667|463.351
93|0.691|2.6264|40.9802|79.5225|1188.4452
110|2.6684|0.2201|81.2119|58.848|312.7963
141|1.9653|0.4094|15.446|18.3541|351.4086
226|2.1076|1.3177|53.7861|90.7684|838.0812
199|2.3983|0.2417|51.812|8.1777|1160.9031
81|4.094|4.2276|26.1482|38.1481|1167.0319
149|1.9071|2.1342|57.6823|49.9599|1297.3226
36|4.5701|4.2373|23.7975|91.8402|957.3089
77|1.7257|1.9196|54.9908|86.4918|1147.9522
28|3.2633|4.0446|68.9825|26.762|225.7232
17|2.0318|2.9287|22.5996|66.1504|1191.5268
